"","Year","Sport","Country","Gender","Event","Medal"
"7829",2000,"Judo","NED","Men","81 - 90KG (Middleweight)","Gold"
"7830",2000,"Judo","BRA","Men","81 - 90KG (Middleweight)","Silver"
"7831",2000,"Judo","RUS","Men","90 - 100KG (Half-Heavyweight)","Bronze"
"7832",2000,"Judo","FRA","Men","90 - 100KG (Half-Heavyweight)","Bronze"
"7833",2000,"Judo","JPN","Men","90 - 100KG (Half-Heavyweight)","Gold"
"7834",2000,"Judo","CAN","Men","90 - 100KG (Half-Heavyweight)","Silver"
"7835",2000,"Modern Pentathlon","BLR","Men","Individual Competition","Bronze"
"7836",2000,"Modern Pentathlon","RUS","Men","Individual Competition","Gold"
"7837",2000,"Modern Pentathlon","HUN","Men","Individual Competition","Silver"
"7838",2000,"Modern Pentathlon","GBR","Women","Individual Competition","Bronze"
"7839",2000,"Modern Pentathlon","GBR","Women","Individual Competition","Gold"
"7840",2000,"Modern Pentathlon","USA","Women","Individual Competition","Silver"
"7842",2000,"Rowing","AUS","Men","Coxless Pair (2-)","Bronze"
"7844",2000,"Rowing","FRA","Men","Coxless Pair (2-)","Gold"
"7846",2000,"Rowing","USA","Men","Coxless Pair (2-)","Silver"
"7848",2000,"Rowing","ITA","Men","Double Sculls (2X)","Bronze"
"7850",2000,"Rowing","SLO","Men","Double Sculls (2X)","Gold"
"7852",2000,"Rowing","NOR","Men","Double Sculls (2X)","Silver"
"7854",2000,"Rowing","LTU","Women","Double Sculls (2X)","Bronze"
"7856",2000,"Rowing","GER","Women","Double Sculls (2X)","Gold"
"7858",2000,"Rowing","NED","Women","Double Sculls (2X)","Silver"
"7867",2000,"Rowing","CRO","Men","Eight With Coxswain (8+)","Bronze"
"7876",2000,"Rowing","GBR","Men","Eight With Coxswain (8+)","Gold"
"7885",2000,"Rowing","AUS","Men","Eight With Coxswain (8+)","Silver"
"7894",2000,"Rowing","CAN","Women","Eight With Coxswain (8+)","Bronze"
"7903",2000,"Rowing","ROU","Women","Eight With Coxswain (8+)","Gold"
"7912",2000,"Rowing","NED","Women","Eight With Coxswain (8+)","Silver"
"7916",2000,"Rowing","AUS","Men","Four Without Coxswain (4-)","Bronze"
"7920",2000,"Rowing","GBR","Men","Four Without Coxswain (4-)","Gold"
"7924",2000,"Rowing","ITA","Men","Four Without Coxswain (4-)","Silver"
"7928",2000,"Rowing","DEN","Men","Lightweight Coxless Four (4-)","Bronze"
"7932",2000,"Rowing","FRA","Men","Lightweight Coxless Four (4-)","Gold"
"7936",2000,"Rowing","AUS","Men","Lightweight Coxless Four (4-)","Silver"
"7938",2000,"Rowing","FRA","Men","Lightweight Double Sculls (2X)","Bronze"
"7940",2000,"Rowing","POL","Men","Lightweight Double Sculls (2X)","Gold"
"7942",2000,"Rowing","ITA","Men","Lightweight Double Sculls (2X)","Silver"
"7944",2000,"Rowing","USA","Women","Lightweight Double Sculls (2X)","Bronze"
"7946",2000,"Rowing","ROU","Women","Lightweight Double Sculls (2X)","Gold"
"7948",2000,"Rowing","GER","Women","Lightweight Double Sculls (2X)","Silver"
"7950",2000,"Rowing","USA","Women","Pair Without Coxswain (2-)","Bronze"
"7952",2000,"Rowing","ROU","Women","Pair Without Coxswain (2-)","Gold"
"7954",2000,"Rowing","AUS","Women","Pair Without Coxswain (2-)","Silver"
"7958",2000,"Rowing","GER","Men","Quadruple Sculls Without Coxswain (4X)","Bronze"
"7962",2000,"Rowing","ITA","Men","Quadruple Sculls Without Coxswain (4X)","Gold"
"7966",2000,"Rowing","NED","Men","Quadruple Sculls Without Coxswain (4X)","Silver"
"7970",2000,"Rowing","RUS","Women","Quadruple Sculls Without Coxswain (4X)","Bronze"
"7974",2000,"Rowing","GER","Women","Quadruple Sculls Without Coxswain (4X)","Gold"
"7978",2000,"Rowing","GBR","Women","Quadruple Sculls Without Coxswain (4X)","Silver"
"7979",2000,"Rowing","GER","Men","Single Sculls (1X)","Bronze"
"7980",2000,"Rowing","NZL","Men","Single Sculls (1X)","Gold"
"7981",2000,"Rowing","SUI","Men","Single Sculls (1X)","Silver"
"7982",2000,"Rowing","GER","Women","Single Sculls (1X)","Bronze"
"7983",2000,"Rowing","BLR","Women","Single Sculls (1X)","Gold"
"7984",2000,"Rowing","BUL","Women","Single Sculls (1X)","Silver"
"7986",2000,"Sailing","ARG","Men","470 - Two Person Dinghy","Bronze"
"7988",2000,"Sailing","AUS","Men","470 - Two Person Dinghy","Gold"
"7990",2000,"Sailing","USA","Men","470 - Two Person Dinghy","Silver"
"7992",2000,"Sailing","UKR","Women","470 - Two Person Dinghy","Bronze"
"7994",2000,"Sailing","AUS","Women","470 - Two Person Dinghy","Gold"
"7996",2000,"Sailing","USA","Women","470 - Two Person Dinghy","Silver"
"7998",2000,"Sailing","USA","Men","49Er - Skiff","Bronze"
"8000",2000,"Sailing","FIN","Men","49Er - Skiff","Gold"
"8002",2000,"Sailing","GBR","Men","49Er - Skiff","Silver"
"8003",2000,"Sailing","NZL","Men","Board (Mistral)","Bronze"
"8004",2000,"Sailing","AUT","Men","Board (Mistral)","Gold"
"8005",2000,"Sailing","ARG","Men","Board (Mistral)","Silver"
"8006",2000,"Sailing","NZL","Women","Board (Mistral)","Bronze"
"8007",2000,"Sailing","ITA","Women","Board (Mistral)","Gold"
"8008",2000,"Sailing","GER","Women","Board (Mistral)","Silver"
"8011",2000,"Sailing","NOR","Men","Fleet/Match Race Keelboat Open (Soling)","Bronze"
"8014",2000,"Sailing","DEN","Men","Fleet/Match Race Keelboat Open (Soling)","Gold"
"8017",2000,"Sailing","GER","Men","Fleet/Match Race Keelboat Open (Soling)","Silver"
"8018",2000,"Sailing","ARG","Women","Single-Handed Dinghy (Europe)","Bronze"
"8019",2000,"Sailing","GBR","Women","Single-Handed Dinghy (Europe)","Gold"
"8020",2000,"Sailing","NED","Women","Single-Handed Dinghy (Europe)","Silver"
"8021",2000,"Sailing","SWE","Men","Single-Handed Dinghy (Finn)","Bronze"
"8022",2000,"Sailing","GBR","Men","Single-Handed Dinghy (Finn)","Gold"
"8023",2000,"Sailing","ITA","Men","Single-Handed Dinghy (Finn)","Silver"
"8024",2000,"Sailing","AUS","Men","Single-Handed Dinghy Open (Laser)","Bronze"
"8025",2000,"Sailing","GBR","Men","Single-Handed Dinghy Open (Laser)","Gold"
"8026",2000,"Sailing","BRA","Men","Single-Handed Dinghy Open (Laser)","Silver"
"8028",2000,"Sailing","GER","Men","Tornado - Multihull","Bronze"
"8030",2000,"Sailing","AUT","Men","Tornado - Multihull","Gold"
"8032",2000,"Sailing","AUS","Men","Tornado - Multihull","Silver"
"8034",2000,"Sailing","BRA","Men","Two-Person Keelboat Open (Star)","Bronze"
"8036",2000,"Sailing","USA","Men","Two-Person Keelboat Open (Star)","Gold"
"8038",2000,"Sailing","GBR","Men","Two-Person Keelboat Open (Star)","Silver"
"8039",2000,"Shooting","AUS","Women","10M Air Pistol (40 Shots)","Bronze"
"8040",2000,"Shooting","CHN","Women","10M Air Pistol (40 Shots)","Gold"
"8041",2000,"Shooting","BLR","Men","10M Air Pistol (60 Shots)","Bronze"
"8042",2000,"Shooting","FRA","Men","10M Air Pistol (60 Shots)","Gold"
"8043",2000,"Shooting","CHN","Men","10M Air Pistol (60 Shots)","Silver"
"8044",2000,"Shooting","CHN","Women","10M Air Rifle (40 Shots)","Bronze"
"8045",2000,"Shooting","USA","Women","10M Air Rifle (40 Shots)","Gold"
"8046",2000,"Shooting","KOR","Women","10M Air Rifle (40 Shots)","Silver"
"8047",2000,"Shooting","RUS","Men","10M Air Rifle (60 Shots)","Bronze"
"8048",2000,"Shooting","CHN","Men","10M Air Rifle (60 Shots)","Gold"
"8049",2000,"Shooting","RUS","Men","10M Air Rifle (60 Shots)","Silver"
"8050",2000,"Shooting","CHN","Men","10M Running Target (30+30 Shots)","Bronze"
"8051",2000,"Shooting","CHN","Men","10M Running Target (30+30 Shots)","Gold"
"8052",2000,"Shooting","MDA","Men","10M Running Target (30+30 Shots)","Silver"
"8053",2000,"Shooting","BLR","Women","25M Pistol (30+30 Shots)","Bronze"
"8054",2000,"Shooting","BUL","Women","25M Pistol (30+30 Shots)","Gold"
"8055",2000,"Shooting","CHN","Women","25M Pistol (30+30 Shots)","Silver"
"8056",2000,"Shooting","ROU","Men","25M Rapid Fire Pistol (60 Shots)","Bronze"
"8057",2000,"Shooting","RUS","Men","25M Rapid Fire Pistol (60 Shots)","Gold"
"8058",2000,"Shooting","SUI","Men","25M Rapid Fire Pistol (60 Shots)","Silver"
"8059",2000,"Shooting","CZE","Men","50M Pistol (60 Shots)","Bronze"
"8060",2000,"Shooting","BUL","Men","50M Pistol (60 Shots)","Gold"
"8061",2000,"Shooting","BLR","Men","50M Pistol (60 Shots)","Silver"
"8062",2000,"Shooting","RUS","Women","50M Rifle 3 Positions (3X20 Shots)","Bronze"
"8063",2000,"Shooting","POL","Women","50M Rifle 3 Positions (3X20 Shots)","Gold"
"8064",2000,"Shooting","RUS","Women","50M Rifle 3 Positions (3X20 Shots)","Silver"
"8065",2000,"Shooting","NOR","Men","50M Rifle 3 Positions (3X40 Shots)","Bronze"
"8066",2000,"Shooting","SLO","Men","50M Rifle 3 Positions (3X40 Shots)","Gold"
"8067",2000,"Shooting","FIN","Men","50M Rifle 3 Positions (3X40 Shots)","Silver"
"8068",2000,"Shooting","BLR","Men","50M Rifle Prone (60 Shots)","Bronze"
"8069",2000,"Shooting","SWE","Men","50M Rifle Prone (60 Shots)","Gold"
"8070",2000,"Shooting","DEN","Men","50M Rifle Prone (60 Shots)","Silver"
"8071",2000,"Shooting","USA","Women","Double Trap (120 Targets)","Bronze"
"8072",2000,"Shooting","SWE","Women","Double Trap (120 Targets)","Gold"
"8073",2000,"Shooting","ITA","Women","Double Trap (120 Targets)","Silver"
"8074",2000,"Shooting","KUW","Men","Double Trap (150 Targets)","Bronze"
"8075",2000,"Shooting","GBR","Men","Double Trap (150 Targets)","Gold"
"8076",2000,"Shooting","AUS","Men","Double Trap (150 Targets)","Silver"
"8077",2000,"Shooting","USA","Men","Skeet (125 Targets)","Bronze"
"8078",2000,"Shooting","UKR","Men","Skeet (125 Targets)","Gold"
"8079",2000,"Shooting","CZE","Men","Skeet (125 Targets)","Silver"
"8080",2000,"Shooting","HUN","Women","Skeet (75 Targets)","Bronze"
"8081",2000,"Shooting","AZE","Women","Skeet (75 Targets)","Gold"
"8082",2000,"Shooting","RUS","Women","Skeet (75 Targets)","Silver"
"8083",2000,"Shooting","ITA","Men","Trap (125 Targets)","Bronze"
"8084",2000,"Shooting","AUS","Men","Trap (125 Targets)","Gold"
"8085",2000,"Shooting","GBR","Men","Trap (125 Targets)","Silver"
"8086",2000,"Shooting","CHN","Women","Trap (75 Targets)","Bronze"
"8087",2000,"Shooting","LTU","Women","Trap (75 Targets)","Gold"
"8088",2000,"Shooting","FRA","Women","Trap (75 Targets)","Silver"
"8103",2000,"Softball","AUS","Women","Softball","Bronze"
"8118",2000,"Softball","USA","Women","Softball","Gold"
"8133",2000,"Softball","JPN","Women","Softball","Silver"
"8135",2000,"Table Tennis","FRA","Men","Doubles","Bronze"
"8137",2000,"Table Tennis","CHN","Men","Doubles","Gold"
"8139",2000,"Table Tennis","CHN","Men","Doubles","Silver"
"8141",2000,"Table Tennis","KOR","Women","Doubles","Bronze"
"8143",2000,"Table Tennis","CHN","Women","Doubles","Gold"
"8145",2000,"Table Tennis","CHN","Women","Doubles","Silver"
"8146",2000,"Table Tennis","CHN","Men","Singles","Bronze"
"8147",2000,"Table Tennis","CHN","Men","Singles","Gold"
"8148",2000,"Table Tennis","SWE","Men","Singles","Silver"
"8149",2000,"Table Tennis","TPE","Women","Singles","Bronze"
"8150",2000,"Table Tennis","CHN","Women","Singles","Gold"
"8151",2000,"Table Tennis","CHN","Women","Singles","Silver"
"8152",2000,"Taekwondo","TPE","Women","- 49 KG","Bronze"
"8153",2000,"Taekwondo","AUS","Women","- 49 KG","Gold"
"8154",2000,"Taekwondo","CUB","Women","- 49 KG","Silver"
"8155",2000,"Taekwondo","TPE","Men","- 58 KG","Bronze"
"8156",2000,"Taekwondo","GRE","Men","- 58 KG","Gold"
"8157",2000,"Taekwondo","ESP","Men","- 58 KG","Silver"
"8158",2000,"Taekwondo","CAN","Women","+ 67 KG","Bronze"
"8159",2000,"Taekwondo","CHN","Women","+ 67 KG","Gold"
"8160",2000,"Taekwondo","RUS","Women","+ 67 KG","Silver"
"8161",2000,"Taekwondo","FRA","Men","+ 80 KG","Bronze"
"8162",2000,"Taekwondo","KOR","Men","+ 80 KG","Gold"
"8163",2000,"Taekwondo","AUS","Men","+ 80 KG","Silver"
"8164",2000,"Taekwondo","TUR","Women","49 - 57 KG","Bronze"
"8165",2000,"Taekwondo","KOR","Women","49 - 57 KG","Gold"
"8166",2000,"Taekwondo","VIE","Women","49 - 57 KG","Silver"
"8167",2000,"Taekwondo","JPN","Women","57 - 67 KG","Bronze"
"8168",2000,"Taekwondo","KOR","Women","57 - 67 KG","Gold"
"8169",2000,"Taekwondo","NOR","Women","57 - 67 KG","Silver"
"8170",2000,"Taekwondo","IRI","Men","58 - 68 KG","Bronze"
"8171",2000,"Taekwondo","USA","Men","58 - 68 KG","Gold"
"8172",2000,"Taekwondo","KOR","Men","58 - 68 KG","Silver"
"8173",2000,"Taekwondo","MEX","Men","68 - 80 KG","Bronze"
"8174",2000,"Taekwondo","CUB","Men","68 - 80 KG","Gold"
"8175",2000,"Taekwondo","GER","Men","68 - 80 KG","Silver"
"8177",2000,"Tennis","ESP","Men","Doubles","Bronze"
"8179",2000,"Tennis","CAN","Men","Doubles","Gold"
"8181",2000,"Tennis","AUS","Men","Doubles","Silver"
"8183",2000,"Tennis","BEL","Women","Doubles","Bronze"
"8185",2000,"Tennis","USA","Women","Doubles","Gold"
"8187",2000,"Tennis","NED","Women","Doubles","Silver"
"8188",2000,"Tennis","FRA","Men","Singles","Bronze"
"8189",2000,"Tennis","RUS","Men","Singles","Gold"
"8190",2000,"Tennis","GER","Men","Singles","Silver"
"8191",2000,"Tennis","USA","Women","Singles","Bronze"
"8192",2000,"Tennis","USA","Women","Singles","Gold"
"8193",2000,"Tennis","RUS","Women","Singles","Silver"
"8194",2000,"Triathlon","CZE","Men","Individual","Bronze"
"8195",2000,"Triathlon","CAN","Men","Individual","Gold"
"8196",2000,"Triathlon","GER","Men","Individual","Silver"
"8197",2000,"Triathlon","SUI","Women","Individual","Bronze"
"8198",2000,"Triathlon","SUI","Women","Individual","Gold"
"8199",2000,"Triathlon","AUS","Women","Individual","Silver"
"8201",2000,"Volleyball","GER","Men","Beach Volleyball","Bronze"
"8203",2000,"Volleyball","USA","Men","Beach Volleyball","Gold"
"8205",2000,"Volleyball","BRA","Men","Beach Volleyball","Silver"
"8207",2000,"Volleyball","BRA","Women","Beach Volleyball","Bronze"
"8209",2000,"Volleyball","AUS","Women","Beach Volleyball","Gold"
"8211",2000,"Volleyball","BRA","Women","Beach Volleyball","Silver"
"8223",2000,"Volleyball","ITA","Men","Volleyball","Bronze"
"8235",2000,"Volleyball","RUS","Men","Volleyball","Silver"
"8247",2000,"Volleyball","BRA","Women","Volleyball","Bronze"
"8259",2000,"Volleyball","CUB","Women","Volleyball","Gold"
"8271",2000,"Volleyball","RUS","Women","Volleyball","Silver"
"8272",2000,"Weightlifting","RUS","Men","+ 105KG","Bronze"
"8273",2000,"Weightlifting","IRI","Men","+ 105KG","Gold"
"8274",2000,"Weightlifting","GER","Men","+ 105KG","Silver"
"8275",2000,"Weightlifting","USA","Women","+ 75KG","Bronze"
"8276",2000,"Weightlifting","CHN","Women","+ 75KG","Gold"
"8277",2000,"Weightlifting","POL","Women","+ 75KG","Silver"
"8278",2000,"Weightlifting","QAT","Men","105KG","Bronze"
"8279",2000,"Weightlifting","IRI","Men","105KG","Gold"
"8280",2000,"Weightlifting","BUL","Men","105KG","Silver"
"8281",2000,"Weightlifting","INA","Women","48KG","Bronze"
"8282",2000,"Weightlifting","USA","Women","48KG","Gold"
"8283",2000,"Weightlifting","INA","Women","48KG","Silver"
"8284",2000,"Weightlifting","INA","Women","53KG","Bronze"
"8285",2000,"Weightlifting","CHN","Women","53KG","Gold"
"8286",2000,"Weightlifting","TPE","Women","53KG","Silver"
"8287",2000,"Weightlifting","CHN","Men","56KG","Bronze"
"8288",2000,"Weightlifting","TUR","Men","56KG","Gold"
"8289",2000,"Weightlifting","CHN","Men","56KG","Silver"
"8290",2000,"Weightlifting","THA","Women","58KG","Bronze"
"8291",2000,"Weightlifting","MEX","Women","58KG","Gold"
"8292",2000,"Weightlifting","PRK","Women","58KG","Silver"
"8293",2000,"Weightlifting","BLR","Men","62KG","Bronze"
"8294",2000,"Weightlifting","CRO","Men","62KG","Gold"
"8295",2000,"Weightlifting","GRE","Men","62KG","Silver"
"8296",2000,"Weightlifting","GRE","Women","63KG","Bronze"
"8297",2000,"Weightlifting","CHN","Women","63KG","Gold"
"8298",2000,"Weightlifting","RUS","Women","63KG","Silver"
"8299",2000,"Weightlifting","BLR","Men","69KG","Bronze"
"8300",2000,"Weightlifting","BUL","Men","69KG","Gold"
"8301",2000,"Weightlifting","BUL","Men","69KG","Silver"
"8302",2000,"Weightlifting","IND","Women","69KG","Bronze"
"8303",2000,"Weightlifting","CHN","Women","69KG","Gold"
"8304",2000,"Weightlifting","HUN","Women","69KG","Silver"
"8305",2000,"Weightlifting","TPE","Women","75KG","Bronze"
"8306",2000,"Weightlifting","COL","Women","75KG","Gold"
"8307",2000,"Weightlifting","NGR","Women","75KG","Silver"
"8308",2000,"Weightlifting","ARM","Men","77KG","Bronze"
"8309",2000,"Weightlifting","CHN","Men","77KG","Gold"
"8310",2000,"Weightlifting","GRE","Men","77KG","Silver"
"8311",2000,"Weightlifting","GEO","Men","85KG","Bronze"
"8312",2000,"Weightlifting","GRE","Men","85KG","Gold"
"8313",2000,"Weightlifting","GER","Men","85KG","Silver"
"8314",2000,"Weightlifting","RUS","Men","94KG","Bronze"
"8315",2000,"Weightlifting","GRE","Men","94KG","Gold"
"8316",2000,"Weightlifting","POL","Men","94KG","Silver"
"8317",2000,"Wrestling","GRE","Men","48 - 54KG","Bronze"
"8318",2000,"Wrestling","AZE","Men","48 - 54KG","Gold"
"8319",2000,"Wrestling","USA","Men","48 - 54KG","Silver"
"8320",2000,"Wrestling","USA","Men","54 - 58KG","Bronze"
"8321",2000,"Wrestling","IRI","Men","54 - 58KG","Gold"
"8322",2000,"Wrestling","UKR","Men","54 - 58KG","Silver"
"8323",2000,"Wrestling","KOR","Men","58 - 63KG","Bronze"
"8324",2000,"Wrestling","RUS","Men","58 - 63KG","Gold"
"8325",2000,"Wrestling","BUL","Men","58 - 63KG","Silver"
"8326",2000,"Wrestling","USA","Men","63 - 69KG","Bronze"
"8327",2000,"Wrestling","CAN","Men","63 - 69KG","Gold"
"8328",2000,"Wrestling","RUS","Men","63 - 69KG","Silver"
"8329",2000,"Wrestling","TUR","Men","69 - 76KG","Bronze"
"8330",2000,"Wrestling","USA","Men","69 - 76KG","Gold"
"8331",2000,"Wrestling","KOR","Men","69 - 76KG","Silver"
"8332",2000,"Wrestling","MKD","Men","76 - 85KG","Bronze"
"8333",2000,"Wrestling","RUS","Men","76 - 85KG","Gold"
"8334",2000,"Wrestling","CUB","Men","76 - 85KG","Silver"
"8335",2000,"Wrestling","GEO","Men","85 - 97KG","Bronze"
"8336",2000,"Wrestling","RUS","Men","85 - 97KG","Gold"
"8337",2000,"Wrestling","KAZ","Men","85 - 97KG","Silver"
"8338",2000,"Wrestling","CUB","Men","97 - 130KG","Bronze"
"8339",2000,"Wrestling","RUS","Men","97 - 130KG","Gold"
"8340",2000,"Wrestling","UZB","Men","97 - 130KG","Silver"
"8341",2000,"Wrestling","PRK","Men","48 - 54KG","Bronze"
"8342",2000,"Wrestling","KOR","Men","48 - 54KG","Gold"
"8343",2000,"Wrestling","CUB","Men","48 - 54KG","Silver"
"8344",2000,"Wrestling","CHN","Men","54 - 58KG","Bronze"
"8345",2000,"Wrestling","BUL","Men","54 - 58KG","Gold"
"8346",2000,"Wrestling","KOR","Men","54 - 58KG","Silver"
"8347",2000,"Wrestling","GEO","Men","58 - 63KG","Bronze"
"8348",2000,"Wrestling","RUS","Men","58 - 63KG","Gold"
"8349",2000,"Wrestling","CUB","Men","58 - 63KG","Silver"
"8350",2000,"Wrestling","RUS","Men","63 - 69KG","Bronze"
"8351",2000,"Wrestling","CUB","Men","63 - 69KG","Gold"
"8352",2000,"Wrestling","JPN","Men","63 - 69KG","Silver"
"8353",2000,"Wrestling","FIN","Men","69 - 76KG","Bronze"
"8354",2000,"Wrestling","RUS","Men","69 - 76KG","Gold"
"8355",2000,"Wrestling","USA","Men","69 - 76KG","Silver"
"8356",2000,"Wrestling","GEO","Men","76 - 85KG","Bronze"
"8357",2000,"Wrestling","TUR","Men","76 - 85KG","Gold"
"8358",2000,"Wrestling","HUN","Men","76 - 85KG","Silver"
"8359",2000,"Wrestling","USA","Men","85 - 97KG","Bronze"
"8360",2000,"Wrestling","SWE","Men","85 - 97KG","Gold"
"8361",2000,"Wrestling","UKR","Men","85 - 97KG","Silver"
"8362",2000,"Wrestling","BLR","Men","97 - 130KG","Bronze"
"8363",2000,"Wrestling","USA","Men","97 - 130KG","Gold"
"8364",2000,"Wrestling","RUS","Men","97 - 130KG","Silver"
"8365",2004,"Aquatics","CHN","Men","10M Platform","Bronze"
"8366",2004,"Aquatics","CHN","Men","10M Platform","Gold"
"8367",2004,"Aquatics","AUS","Men","10M Platform","Silver"
"8368",2004,"Aquatics","AUS","Women","10M Platform","Bronze"
"8369",2004,"Aquatics","AUS","Women","10M Platform","Gold"
"8370",2004,"Aquatics","CHN","Women","10M Platform","Silver"
"8371",2004,"Aquatics","RUS","Men","3M Springboard","Bronze"
"8372",2004,"Aquatics","CHN","Men","3M Springboard","Gold"
"8373",2004,"Aquatics","CAN","Men","3M Springboard","Silver"
"8374",2004,"Aquatics","RUS","Women","3M Springboard","Bronze"
"8375",2004,"Aquatics","CHN","Women","3M Springboard","Gold"
"8376",2004,"Aquatics","CHN","Women","3M Springboard","Silver"
"8378",2004,"Aquatics","AUS","Men","Synchronized Diving 10M Platform","Bronze"
"8380",2004,"Aquatics","CHN","Men","Synchronized Diving 10M Platform","Gold"
"8382",2004,"Aquatics","GBR","Men","Synchronized Diving 10M Platform","Silver"
"8384",2004,"Aquatics","CAN","Women","Synchronized Diving 10M Platform","Bronze"
"8386",2004,"Aquatics","CHN","Women","Synchronized Diving 10M Platform","Gold"
"8388",2004,"Aquatics","RUS","Women","Synchronized Diving 10M Platform","Silver"
"8390",2004,"Aquatics","AUS","Men","Synchronized Diving 3M Springboard","Bronze"
"8392",2004,"Aquatics","GRE","Men","Synchronized Diving 3M Springboard","Gold"
"8394",2004,"Aquatics","GER","Men","Synchronized Diving 3M Springboard","Silver"
"8396",2004,"Aquatics","AUS","Women","Synchronized Diving 3M Springboard","Bronze"
"8398",2004,"Aquatics","CHN","Women","Synchronized Diving 3M Springboard","Gold"
"8400",2004,"Aquatics","RUS","Women","Synchronized Diving 3M Springboard","Silver"
"8401",2004,"Aquatics","JPN","Men","100M Backstroke","Bronze"
"8402",2004,"Aquatics","USA","Men","100M Backstroke","Gold"
"8403",2004,"Aquatics","AUT","Men","100M Backstroke","Silver"
"8404",2004,"Aquatics","FRA","Women","100M Backstroke","Bronze"
"8405",2004,"Aquatics","USA","Women","100M Backstroke","Gold"
"8406",2004,"Aquatics","ZIM","Women","100M Backstroke","Silver"
"8407",2004,"Aquatics","FRA","Men","100M Breaststroke","Bronze"
"8408",2004,"Aquatics","JPN","Men","100M Breaststroke","Gold"
"8409",2004,"Aquatics","USA","Men","100M Breaststroke","Silver"
"8410",2004,"Aquatics","AUS","Women","100M Breaststroke","Bronze"
"8411",2004,"Aquatics","CHN","Women","100M Breaststroke","Gold"
"8412",2004,"Aquatics","AUS","Women","100M Breaststroke","Silver"
"8413",2004,"Aquatics","UKR","Men","100M Butterfly","Bronze"
"8414",2004,"Aquatics","USA","Men","100M Butterfly","Gold"
"8415",2004,"Aquatics","USA","Men","100M Butterfly","Silver"
"8416",2004,"Aquatics","NED","Women","100M Butterfly","Bronze"
"8417",2004,"Aquatics","AUS","Women","100M Butterfly","Gold"
"8418",2004,"Aquatics","POL","Women","100M Butterfly","Silver"
"8419",2004,"Aquatics","AUS","Men","100M Freestyle","Bronze"
"8420",2004,"Aquatics","NED","Men","100M Freestyle","Gold"
"8421",2004,"Aquatics","RSA","Men","100M Freestyle","Silver"
"8422",2004,"Aquatics","USA","Women","100M Freestyle","Bronze"
"8423",2004,"Aquatics","AUS","Women","100M Freestyle","Gold"
"8424",2004,"Aquatics","NED","Women","100M Freestyle","Silver"
"8425",2004,"Aquatics","GBR","Men","1500M Freestyle","Bronze"
"8426",2004,"Aquatics","AUS","Men","1500M Freestyle","Gold"
"8427",2004,"Aquatics","USA","Men","1500M Freestyle","Silver"
"8428",2004,"Aquatics","ROU","Men","200M Backstroke","Bronze"
"8429",2004,"Aquatics","USA","Men","200M Backstroke","Gold"
"8430",2004,"Aquatics","AUT","Men","200M Backstroke","Silver"
"8432",2004,"Aquatics","JPN","Women","200M Backstroke","Bronze"
"8433",2004,"Aquatics","ZIM","Women","200M Backstroke","Gold"
"8434",2004,"Aquatics","RUS","Women","200M Backstroke","Silver"
"8435",2004,"Aquatics","USA","Men","200M Breaststroke","Bronze"
"8436",2004,"Aquatics","JPN","Men","200M Breaststroke","Gold"
"8437",2004,"Aquatics","HUN","Men","200M Breaststroke","Silver"
"8438",2004,"Aquatics","GER","Women","200M Breaststroke","Bronze"
"8439",2004,"Aquatics","USA","Women","200M Breaststroke","Gold"
"8440",2004,"Aquatics","AUS","Women","200M Breaststroke","Silver"
"8441",2004,"Aquatics","GBR","Men","200M Butterfly","Bronze"
"8442",2004,"Aquatics","USA","Men","200M Butterfly","Gold"
"8443",2004,"Aquatics","JPN","Men","200M Butterfly","Silver"
"8444",2004,"Aquatics","JPN","Women","200M Butterfly","Bronze"
"8445",2004,"Aquatics","POL","Women","200M Butterfly","Gold"
"8446",2004,"Aquatics","AUS","Women","200M Butterfly","Silver"
"8447",2004,"Aquatics","USA","Men","200M Freestyle","Bronze"
"8448",2004,"Aquatics","AUS","Men","200M Freestyle","Gold"
"8449",2004,"Aquatics","NED","Men","200M Freestyle","Silver"
"8450",2004,"Aquatics","FRA","Women","200M Freestyle","Bronze"
"8451",2004,"Aquatics","ROU","Women","200M Freestyle","Gold"
"8452",2004,"Aquatics","ITA","Women","200M Freestyle","Silver"
"8453",2004,"Aquatics","TRI","Men","200M Individual Medley","Bronze"
"8454",2004,"Aquatics","USA","Men","200M Individual Medley","Gold"
"8455",2004,"Aquatics","USA","Men","200M Individual Medley","Silver"
"8456",2004,"Aquatics","ZIM","Women","200M Individual Medley","Bronze"
"8457",2004,"Aquatics","UKR","Women","200M Individual Medley","Gold"
"8458",2004,"Aquatics","USA","Women","200M Individual Medley","Silver"
"8459",2004,"Aquatics","USA","Men","400M Freestyle","Bronze"
"8460",2004,"Aquatics","AUS","Men","400M Freestyle","Gold"
"8461",2004,"Aquatics","AUS","Men","400M Freestyle","Silver"
"8462",2004,"Aquatics","USA","Women","400M Freestyle","Bronze"
"8463",2004,"Aquatics","FRA","Women","400M Freestyle","Gold"
"8464",2004,"Aquatics","POL","Women","400M Freestyle","Silver"
"8465",2004,"Aquatics","HUN","Men","400M Individual Medley","Bronze"
"8466",2004,"Aquatics","USA","Men","400M Individual Medley","Gold"
"8467",2004,"Aquatics","USA","Men","400M Individual Medley","Silver"
"8468",2004,"Aquatics","ARG","Women","400M Individual Medley","Bronze"
