"","Year","Sport","Country","Gender","Event","Medal"
"2633",1988,"Shooting","GER","Men","25M Rapid Fire Pistol (60 Shots)","Silver"
"2634",1988,"Shooting","URS","Men","50M Pistol (60 Shots)","Bronze"
"2635",1988,"Shooting","ROU","Men","50M Pistol (60 Shots)","Gold"
"2636",1988,"Shooting","SWE","Men","50M Pistol (60 Shots)","Silver"
"2637",1988,"Shooting","URS","Women","50M Rifle 3 Positions (3X20 Shots)","Bronze"
"2638",1988,"Shooting","GER","Women","50M Rifle 3 Positions (3X20 Shots)","Gold"
"2639",1988,"Shooting","BUL","Women","50M Rifle 3 Positions (3X20 Shots)","Silver"
"2640",1988,"Shooting","URS","Men","50M Rifle 3 Positions (3X40 Shots)","Bronze"
"2641",1988,"Shooting","GBR","Men","50M Rifle 3 Positions (3X40 Shots)","Gold"
"2642",1988,"Shooting","GBR","Men","50M Rifle 3 Positions (3X40 Shots)","Silver"
"2643",1988,"Shooting","HUN","Men","50M Rifle Prone (60 Shots)","Bronze"
"2644",1988,"Shooting","KOR","Men","50M Rifle Prone (60 Shots)","Silver"
"2645",1988,"Shooting","URS","Men","50M Running Target (30+30 Shots)","Bronze"
"2646",1988,"Shooting","NOR","Men","50M Running Target (30+30 Shots)","Gold"
"2647",1988,"Shooting","CHN","Men","50M Running Target (30+30 Shots)","Silver"
"2648",1988,"Shooting","ESP","Men","Skeet (125 Targets)","Bronze"
"2649",1988,"Shooting","GER","Men","Skeet (125 Targets)","Gold"
"2650",1988,"Shooting","CHI","Men","Skeet (125 Targets)","Silver"
"2651",1988,"Shooting","BEL","Men","Trap (125 Targets)","Bronze"
"2652",1988,"Shooting","URS","Men","Trap (125 Targets)","Gold"
"2654",1988,"Table Tennis","KOR","Men","Doubles","Bronze"
"2658",1988,"Table Tennis","KOR","Women","Doubles","Gold"
"2660",1988,"Table Tennis","CHN","Women","Doubles","Silver"
"2661",1988,"Table Tennis","SWE","Men","Singles","Bronze"
"2662",1988,"Table Tennis","KOR","Men","Singles","Gold"
"2663",1988,"Table Tennis","KOR","Men","Singles","Silver"
"2664",1988,"Table Tennis","CHN","Women","Singles","Bronze"
"2665",1988,"Table Tennis","CHN","Women","Singles","Gold"
"2666",1988,"Table Tennis","CHN","Women","Singles","Silver"
"2668",1988,"Tennis","SWE","Men","Doubles","Bronze"
"2670",1988,"Tennis","USA","Men","Doubles","Gold"
"2672",1988,"Tennis","ESP","Men","Doubles","Silver"
"2676",1988,"Tennis","AUS","Women","Doubles","Bronze"
"2678",1988,"Tennis","USA","Women","Doubles","Gold"
"2680",1988,"Tennis","USA","Men","Singles","Bronze"
"2681",1988,"Tennis","USA","Men","Singles","Silver"
"2683",1988,"Tennis","BUL","Women","Singles","Bronze"
"2684",1988,"Tennis","GER","Women","Singles","Gold"
"2685",1988,"Tennis","ARG","Women","Singles","Silver"
"2697",1988,"Volleyball","ARG","Men","Volleyball","Bronze"
"2709",1988,"Volleyball","USA","Men","Volleyball","Gold"
"2721",1988,"Volleyball","URS","Men","Volleyball","Silver"
"2733",1988,"Volleyball","CHN","Women","Volleyball","Bronze"
"2745",1988,"Volleyball","URS","Women","Volleyball","Gold"
"2757",1988,"Volleyball","PER","Women","Volleyball","Silver"
"2758",1988,"Weightlifting","CHN","Men","- 52KG, Total (Flyweight)","Bronze"
"2759",1988,"Weightlifting","BUL","Men","- 52KG, Total (Flyweight)","Gold"
"2760",1988,"Weightlifting","KOR","Men","- 52KG, Total (Flyweight)","Silver"
"2761",1988,"Weightlifting","CHN","Men","- 56KG, Total (Bantamweight)","Bronze"
"2762",1988,"Weightlifting","URS","Men","- 56KG, Total (Bantamweight)","Gold"
"2763",1988,"Weightlifting","CHN","Men","- 56KG, Total (Bantamweight)","Silver"
"2764",1988,"Weightlifting","GER","Men","+ 110KG, Total (Super Heavyweight)","Bronze"
"2765",1988,"Weightlifting","URS","Men","+ 110KG, Total (Super Heavyweight)","Gold"
"2766",1988,"Weightlifting","GER","Men","+ 110KG, Total (Super Heavyweight)","Silver"
"2767",1988,"Weightlifting","GER","Men","100 - 110KG, Total (Heavyweight)","Bronze"
"2768",1988,"Weightlifting","URS","Men","100 - 110KG, Total (Heavyweight)","Gold"
"2769",1988,"Weightlifting","HUN","Men","100 - 110KG, Total (Heavyweight)","Silver"
"2770",1988,"Weightlifting","CHN","Men","56 - 60KG, Total (Featherweight)","Bronze"
"2771",1988,"Weightlifting","TUR","Men","56 - 60KG, Total (Featherweight)","Gold"
"2772",1988,"Weightlifting","BUL","Men","56 - 60KG, Total (Featherweight)","Silver"
"2773",1988,"Weightlifting","CHN","Men","60 - 67.5KG, Total (Lightweight)","Bronze"
"2774",1988,"Weightlifting","GER","Men","60 - 67.5KG, Total (Lightweight)","Gold"
"2775",1988,"Weightlifting","URS","Men","60 - 67.5KG, Total (Lightweight)","Silver"
"2776",1988,"Weightlifting","BUL","Men","67.5 - 75KG, Total (Middleweight)","Bronze"
"2777",1988,"Weightlifting","BUL","Men","67.5 - 75KG, Total (Middleweight)","Gold"
"2778",1988,"Weightlifting","GER","Men","67.5 - 75KG, Total (Middleweight)","Silver"
"2779",1988,"Weightlifting","KOR","Men","75 - 82.5KG, Total (Light-Heavyweight)","Bronze"
"2780",1988,"Weightlifting","URS","Men","75 - 82.5KG, Total (Light-Heavyweight)","Gold"
"2781",1988,"Weightlifting","HUN","Men","75 - 82.5KG, Total (Light-Heavyweight)","Silver"
"2782",1988,"Weightlifting","POL","Men","82.5 - 90KG, Total (Middle-Heavyweight)","Bronze"
"2783",1988,"Weightlifting","URS","Men","82.5 - 90KG, Total (Middle-Heavyweight)","Gold"
"2784",1988,"Weightlifting","URS","Men","82.5 - 90KG, Total (Middle-Heavyweight)","Silver"
"2785",1988,"Weightlifting","GER","Men","90 - 100KG, Total (First-Heavyweight)","Bronze"
"2786",1988,"Weightlifting","URS","Men","90 - 100KG, Total (First-Heavyweight)","Gold"
"2787",1988,"Weightlifting","ROU","Men","90 - 100KG, Total (First-Heavyweight)","Silver"
"2788",1988,"Wrestling","URS","Men","- 48KG (Light-Flyweight)","Bronze"
"2789",1988,"Wrestling","JPN","Men","- 48KG (Light-Flyweight)","Gold"
"2790",1988,"Wrestling","BUL","Men","- 48KG (Light-Flyweight)","Silver"
"2791",1988,"Wrestling","GER","Men","100 - 130KG (Super Heavyweight)","Bronze"
"2792",1988,"Wrestling","URS","Men","100 - 130KG (Super Heavyweight)","Gold"
"2793",1988,"Wrestling","USA","Men","100 - 130KG (Super Heavyweight)","Silver"
"2794",1988,"Wrestling","URS","Men","48 - 52KG (Flyweight)","Bronze"
"2795",1988,"Wrestling","JPN","Men","48 - 52KG (Flyweight)","Gold"
"2796",1988,"Wrestling","KOR","Men","52 - 57KG (Bantamweight)","Bronze"
"2797",1988,"Wrestling","URS","Men","52 - 57KG (Bantamweight)","Gold"
"2798",1988,"Wrestling","IRI","Men","52 - 57KG (Bantamweight)","Silver"
"2799",1988,"Wrestling","BUL","Men","57 - 62KG (Featherweight)","Bronze"
"2800",1988,"Wrestling","USA","Men","57 - 62KG (Featherweight)","Gold"
"2801",1988,"Wrestling","URS","Men","57 - 62KG (Featherweight)","Silver"
"2802",1988,"Wrestling","USA","Men","62 - 68KG (Lightweight)","Bronze"
"2803",1988,"Wrestling","URS","Men","62 - 68KG (Lightweight)","Gold"
"2804",1988,"Wrestling","KOR","Men","62 - 68KG (Lightweight)","Silver"
"2805",1988,"Wrestling","BUL","Men","68 - 74KG (Welterweight)","Bronze"
"2806",1988,"Wrestling","USA","Men","68 - 74KG (Welterweight)","Gold"
"2807",1988,"Wrestling","URS","Men","68 - 74KG (Welterweight)","Silver"
"2808",1988,"Wrestling","KOR","Men","74 - 82KG (Middleweight)","Gold"
"2809",1988,"Wrestling","TUR","Men","74 - 82KG (Middleweight)","Silver"
"2810",1988,"Wrestling","KOR","Men","82 - 90KG (Light-Heavyweight)","Bronze"
"2811",1988,"Wrestling","URS","Men","82 - 90KG (Light-Heavyweight)","Gold"
"2812",1988,"Wrestling","JPN","Men","82 - 90KG (Light-Heavyweight)","Silver"
"2813",1988,"Wrestling","USA","Men","90 - 100KG (Heavyweight)","Bronze"
"2814",1988,"Wrestling","ROU","Men","90 - 100KG (Heavyweight)","Gold"
"2815",1988,"Wrestling","URS","Men","90 - 100KG (Heavyweight)","Silver"
"2816",1988,"Wrestling","BUL","Men","- 48KG (Light-Flyweight)","Bronze"
"2817",1988,"Wrestling","ITA","Men","- 48KG (Light-Flyweight)","Gold"
"2818",1988,"Wrestling","POL","Men","- 48KG (Light-Flyweight)","Silver"
"2819",1988,"Wrestling","SWE","Men","100 - 130KG (Super Heavyweight)","Bronze"
"2820",1988,"Wrestling","URS","Men","100 - 130KG (Super Heavyweight)","Gold"
"2821",1988,"Wrestling","BUL","Men","100 - 130KG (Super Heavyweight)","Silver"
"2822",1988,"Wrestling","KOR","Men","48 - 52KG (Flyweight)","Bronze"
"2823",1988,"Wrestling","NOR","Men","48 - 52KG (Flyweight)","Gold"
"2824",1988,"Wrestling","JPN","Men","48 - 52KG (Flyweight)","Silver"
"2825",1988,"Wrestling","GRE","Men","52 - 57KG (Bantamweight)","Bronze"
"2826",1988,"Wrestling","HUN","Men","52 - 57KG (Bantamweight)","Gold"
"2827",1988,"Wrestling","BUL","Men","52 - 57KG (Bantamweight)","Silver"
"2828",1988,"Wrestling","KOR","Men","57 - 62KG (Featherweight)","Bronze"
"2829",1988,"Wrestling","URS","Men","57 - 62KG (Featherweight)","Gold"
"2830",1988,"Wrestling","BUL","Men","57 - 62KG (Featherweight)","Silver"
"2831",1988,"Wrestling","FIN","Men","62 - 68KG (Lightweight)","Bronze"
"2832",1988,"Wrestling","URS","Men","62 - 68KG (Lightweight)","Gold"
"2833",1988,"Wrestling","KOR","Men","62 - 68KG (Lightweight)","Silver"
"2834",1988,"Wrestling","POL","Men","68 - 74KG (Welterweight)","Bronze"
"2835",1988,"Wrestling","KOR","Men","68 - 74KG (Welterweight)","Gold"
"2836",1988,"Wrestling","URS","Men","68 - 74KG (Welterweight)","Silver"
"2837",1988,"Wrestling","KOR","Men","74 - 82KG (Middleweight)","Bronze"
"2838",1988,"Wrestling","URS","Men","74 - 82KG (Middleweight)","Gold"
"2839",1988,"Wrestling","HUN","Men","74 - 82KG (Middleweight)","Silver"
"2840",1988,"Wrestling","URS","Men","82 - 90KG (Light-Heavyweight)","Bronze"
"2841",1988,"Wrestling","BUL","Men","82 - 90KG (Light-Heavyweight)","Gold"
"2842",1988,"Wrestling","FIN","Men","82 - 90KG (Light-Heavyweight)","Silver"
"2843",1988,"Wrestling","USA","Men","90 - 100KG (Heavyweight)","Bronze"
"2844",1988,"Wrestling","POL","Men","90 - 100KG (Heavyweight)","Gold"
"2845",1988,"Wrestling","GER","Men","90 - 100KG (Heavyweight)","Silver"
"2846",1992,"Aquatics","CHN","Men","10M Platform","Bronze"
"2847",1992,"Aquatics","CHN","Men","10M Platform","Gold"
"2848",1992,"Aquatics","USA","Men","10M Platform","Silver"
"2849",1992,"Aquatics","USA","Women","10M Platform","Bronze"
"2850",1992,"Aquatics","CHN","Women","10M Platform","Gold"
"2851",1992,"Aquatics","EUN","Women","10M Platform","Silver"
"2852",1992,"Aquatics","EUN","Men","3M Springboard","Bronze"
"2853",1992,"Aquatics","USA","Men","3M Springboard","Gold"
"2854",1992,"Aquatics","CHN","Men","3M Springboard","Silver"
"2855",1992,"Aquatics","GER","Women","3M Springboard","Bronze"
"2856",1992,"Aquatics","CHN","Women","3M Springboard","Gold"
"2857",1992,"Aquatics","EUN","Women","3M Springboard","Silver"
"2858",1992,"Aquatics","USA","Men","100M Backstroke","Bronze"
"2859",1992,"Aquatics","CAN","Men","100M Backstroke","Gold"
"2860",1992,"Aquatics","USA","Men","100M Backstroke","Silver"
"2861",1992,"Aquatics","USA","Women","100M Backstroke","Bronze"
"2862",1992,"Aquatics","HUN","Women","100M Backstroke","Gold"
"2863",1992,"Aquatics","HUN","Women","100M Backstroke","Silver"
"2864",1992,"Aquatics","AUS","Men","100M Breaststroke","Bronze"
"2865",1992,"Aquatics","USA","Men","100M Breaststroke","Gold"
"2866",1992,"Aquatics","HUN","Men","100M Breaststroke","Silver"
"2867",1992,"Aquatics","AUS","Women","100M Breaststroke","Bronze"
"2868",1992,"Aquatics","EUN","Women","100M Breaststroke","Gold"
"2869",1992,"Aquatics","USA","Women","100M Breaststroke","Silver"
"2870",1992,"Aquatics","SUR","Men","100M Butterfly","Bronze"
"2871",1992,"Aquatics","USA","Men","100M Butterfly","Gold"
"2872",1992,"Aquatics","POL","Men","100M Butterfly","Silver"
"2873",1992,"Aquatics","FRA","Women","100M Butterfly","Bronze"
"2874",1992,"Aquatics","CHN","Women","100M Butterfly","Gold"
"2875",1992,"Aquatics","USA","Women","100M Butterfly","Silver"
"2876",1992,"Aquatics","FRA","Men","100M Freestyle","Bronze"
"2877",1992,"Aquatics","EUN","Men","100M Freestyle","Gold"
"2878",1992,"Aquatics","BRA","Men","100M Freestyle","Silver"
"2879",1992,"Aquatics","GER","Women","100M Freestyle","Bronze"
"2880",1992,"Aquatics","CHN","Women","100M Freestyle","Gold"
"2881",1992,"Aquatics","USA","Women","100M Freestyle","Silver"
"2882",1992,"Aquatics","GER","Men","1500M Freestyle","Bronze"
"2883",1992,"Aquatics","AUS","Men","1500M Freestyle","Gold"
"2884",1992,"Aquatics","AUS","Men","1500M Freestyle","Silver"
"2885",1992,"Aquatics","ITA","Men","200M Backstroke","Bronze"
"2886",1992,"Aquatics","ESP","Men","200M Backstroke","Gold"
"2887",1992,"Aquatics","EUN","Men","200M Backstroke","Silver"
"2888",1992,"Aquatics","AUS","Women","200M Backstroke","Bronze"
"2889",1992,"Aquatics","HUN","Women","200M Backstroke","Gold"
"2890",1992,"Aquatics","GER","Women","200M Backstroke","Silver"
"2891",1992,"Aquatics","GBR","Men","200M Breaststroke","Bronze"
"2892",1992,"Aquatics","USA","Men","200M Breaststroke","Gold"
"2893",1992,"Aquatics","HUN","Men","200M Breaststroke","Silver"
"2894",1992,"Aquatics","USA","Women","200M Breaststroke","Bronze"
"2895",1992,"Aquatics","JPN","Women","200M Breaststroke","Gold"
"2896",1992,"Aquatics","CHN","Women","200M Breaststroke","Silver"
"2897",1992,"Aquatics","FRA","Men","200M Butterfly","Bronze"
"2898",1992,"Aquatics","USA","Men","200M Butterfly","Gold"
"2899",1992,"Aquatics","NZL","Men","200M Butterfly","Silver"
"2900",1992,"Aquatics","AUS","Women","200M Butterfly","Bronze"
"2901",1992,"Aquatics","USA","Women","200M Butterfly","Gold"
"2902",1992,"Aquatics","CHN","Women","200M Butterfly","Silver"
"2903",1992,"Aquatics","FIN","Men","200M Freestyle","Bronze"
"2904",1992,"Aquatics","EUN","Men","200M Freestyle","Gold"
"2905",1992,"Aquatics","SWE","Men","200M Freestyle","Silver"
"2906",1992,"Aquatics","GER","Women","200M Freestyle","Bronze"
"2907",1992,"Aquatics","USA","Women","200M Freestyle","Gold"
"2908",1992,"Aquatics","GER","Women","200M Freestyle","Silver"
"2909",1992,"Aquatics","HUN","Men","200M Individual Medley","Bronze"
"2910",1992,"Aquatics","HUN","Men","200M Individual Medley","Gold"
"2911",1992,"Aquatics","USA","Men","200M Individual Medley","Silver"
"2912",1992,"Aquatics","GER","Women","200M Individual Medley","Bronze"
"2913",1992,"Aquatics","CHN","Women","200M Individual Medley","Gold"
"2914",1992,"Aquatics","USA","Women","200M Individual Medley","Silver"
"2915",1992,"Aquatics","SWE","Men","400M Freestyle","Bronze"
"2916",1992,"Aquatics","EUN","Men","400M Freestyle","Gold"
"2917",1992,"Aquatics","AUS","Men","400M Freestyle","Silver"
"2918",1992,"Aquatics","AUS","Women","400M Freestyle","Bronze"
"2919",1992,"Aquatics","GER","Women","400M Freestyle","Gold"
"2920",1992,"Aquatics","USA","Women","400M Freestyle","Silver"
"2921",1992,"Aquatics","ITA","Men","400M Individual Medley","Bronze"
"2922",1992,"Aquatics","HUN","Men","400M Individual Medley","Gold"
"2923",1992,"Aquatics","USA","Men","400M Individual Medley","Silver"
"2924",1992,"Aquatics","USA","Women","400M Individual Medley","Bronze"
"2925",1992,"Aquatics","HUN","Women","400M Individual Medley","Gold"
"2926",1992,"Aquatics","CHN","Women","400M Individual Medley","Silver"
"2932",1992,"Aquatics","GER","Men","4X100M Freestyle Relay","Bronze"
"2938",1992,"Aquatics","USA","Men","4X100M Freestyle Relay","Gold"
"2944",1992,"Aquatics","EUN","Men","4X100M Freestyle Relay","Silver"
"2950",1992,"Aquatics","GER","Women","4X100M Freestyle Relay","Bronze"
"2956",1992,"Aquatics","USA","Women","4X100M Freestyle Relay","Gold"
"2961",1992,"Aquatics","CHN","Women","4X100M Freestyle Relay","Silver"
"2966",1992,"Aquatics","CAN","Men","4X100M Medley Relay","Bronze"
"2974",1992,"Aquatics","USA","Men","4X100M Medley Relay","Gold"
"2981",1992,"Aquatics","EUN","Men","4X100M Medley Relay","Silver"
"2986",1992,"Aquatics","EUN","Women","4X100M Medley Relay","Bronze"
"2994",1992,"Aquatics","USA","Women","4X100M Medley Relay","Gold"
"3001",1992,"Aquatics","GER","Women","4X100M Medley Relay","Silver"
"3007",1992,"Aquatics","USA","Men","4X200M Freestyle Relay","Bronze"
"3013",1992,"Aquatics","EUN","Men","4X200M Freestyle Relay","Gold"
"3017",1992,"Aquatics","SWE","Men","4X200M Freestyle Relay","Silver"
"3018",1992,"Aquatics","USA","Men","50M Freestyle","Bronze"
"3019",1992,"Aquatics","EUN","Men","50M Freestyle","Gold"
"3020",1992,"Aquatics","USA","Men","50M Freestyle","Silver"
"3021",1992,"Aquatics","USA","Women","50M Freestyle","Bronze"
"3022",1992,"Aquatics","CHN","Women","50M Freestyle","Gold"
"3023",1992,"Aquatics","CHN","Women","50M Freestyle","Silver"
"3024",1992,"Aquatics","GER","Women","800M Freestyle","Bronze"
"3025",1992,"Aquatics","USA","Women","800M Freestyle","Gold"
"3026",1992,"Aquatics","AUS","Women","800M Freestyle","Silver"
"3028",1992,"Aquatics","JPN","Women","Duet","Bronze"
"3030",1992,"Aquatics","USA","Women","Duet","Gold"
"3032",1992,"Aquatics","CAN","Women","Duet","Silver"
"3033",1992,"Aquatics","JPN","Women","Solo","Bronze"
"3035",1992,"Aquatics","CAN","Women","Solo","Gold"
"3047",1992,"Aquatics","EUN","Men","Water Polo","Bronze"
"3060",1992,"Aquatics","ITA","Men","Water Polo","Gold"
"3073",1992,"Aquatics","ESP","Men","Water Polo","Silver"
"3074",1992,"Archery","GBR","Men","Individual (Fita Olympic Round - 70M)","Bronze"
"3075",1992,"Archery","FRA","Men","Individual (Fita Olympic Round - 70M)","Gold"
"3076",1992,"Archery","KOR","Men","Individual (Fita Olympic Round - 70M)","Silver"
"3077",1992,"Archery","EUN","Women","Individual (Fita Olympic Round - 70M)","Bronze"
"3078",1992,"Archery","KOR","Women","Individual (Fita Olympic Round - 70M)","Gold"
"3079",1992,"Archery","KOR","Women","Individual (Fita Olympic Round - 70M)","Silver"
"3082",1992,"Archery","GBR","Men","Team (Fita Olympic Round - 70M)","Bronze"
"3085",1992,"Archery","ESP","Men","Team (Fita Olympic Round - 70M)","Gold"
"3088",1992,"Archery","FIN","Men","Team (Fita Olympic Round - 70M)","Silver"
"3091",1992,"Archery","EUN","Women","Team (Fita Olympic Round - 70M)","Bronze"
"3094",1992,"Archery","KOR","Women","Team (Fita Olympic Round - 70M)","Gold"
"3097",1992,"Archery","CHN","Women","Team (Fita Olympic Round - 70M)","Silver"
"3098",1992,"Athletics","ETH","Men","10000M","Bronze"
"3099",1992,"Athletics","MAR","Men","10000M","Gold"
"3100",1992,"Athletics","KEN","Men","10000M","Silver"
"3101",1992,"Athletics","USA","Women","10000M","Bronze"
"3102",1992,"Athletics","ETH","Women","10000M","Gold"
"3103",1992,"Athletics","RSA","Women","10000M","Silver"
"3104",1992,"Athletics","CHN","Women","10000M Walk","Bronze"
"3105",1992,"Athletics","CHN","Women","10000M Walk","Gold"
"3106",1992,"Athletics","EUN","Women","10000M Walk","Silver"
"3107",1992,"Athletics","USA","Men","100M","Bronze"
"3108",1992,"Athletics","GBR","Men","100M","Gold"
"3109",1992,"Athletics","NAM","Men","100M","Silver"
"3110",1992,"Athletics","EUN","Women","100M","Bronze"
"3111",1992,"Athletics","USA","Women","100M","Gold"
"3112",1992,"Athletics","JAM","Women","100M","Silver"
"3113",1992,"Athletics","BUL","Women","100M Hurdles","Bronze"
"3114",1992,"Athletics","GRE","Women","100M Hurdles","Gold"
"3115",1992,"Athletics","USA","Women","100M Hurdles","Silver"
"3116",1992,"Athletics","USA","Men","110M Hurdles","Bronze"
"3117",1992,"Athletics","CAN","Men","110M Hurdles","Gold"
"3118",1992,"Athletics","USA","Men","110M Hurdles","Silver"
"3119",1992,"Athletics","QAT","Men","1500M","Bronze"
"3120",1992,"Athletics","ESP","Men","1500M","Gold"
"3121",1992,"Athletics","MAR","Men","1500M","Silver"
"3122",1992,"Athletics","CHN","Women","1500M","Bronze"
"3123",1992,"Athletics","ALG","Women","1500M","Gold"
"3124",1992,"Athletics","EUN","Women","1500M","Silver"
"3125",1992,"Athletics","USA","Men","200M","Bronze"
"3126",1992,"Athletics","USA","Men","200M","Gold"
"3127",1992,"Athletics","NAM","Men","200M","Silver"
"3128",1992,"Athletics","JAM","Women","200M","Bronze"
"3129",1992,"Athletics","USA","Women","200M","Gold"
